zone_id,n,mae,rmse,avg_pickups,p95_pickups,borough,zone_name,service_zone,mae_perc_of_avg
173,7,0.25926537867746896,0.29691584096352003,1.0,1.0,Queens,North Corona,Boro Zone,0.25926537867746896
147,20,0.24331717367543643,0.310492488248926,1.1,2.0,Bronx,Longwood,Boro Zone,0.2211974306140331
64,5,0.23927488358645874,0.2666534388156265,1.0,1.0,Queens,Douglaston,Boro Zone,0.23927488358645874
175,10,0.2338438159888221,0.3021785240775147,1.1,1.549999999999999,Queens,Oakland Gardens,Boro Zone,0.2125852872625655
94,24,0.22985144757002793,0.2875056128847714,1.0833333333333333,1.8499999999999979,Bronx,Fordham South,Boro Zone,0.2121705669877181
200,16,0.2277770336380559,0.24355146827493002,1.0,1.0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,0.2277770336380559
1,5,0.2218008473757862,0.23096101936400515,1.0,1.0,EWR,Newark Airport,EWR,0.2218008473757862
60,18,0.21315217426167568,0.2662791349522005,1.0555555555555556,1.1499999999999986,Bronx,Crotona Park East,Boro Zone,0.20193363877421905
208,16,0.20341365580921095,0.2422304726776351,1.0,1.0,Bronx,Schuylerville/Edgewater Park,Boro Zone,0.20341365580921095
3,18,0.2011388479110115,0.23212874505192044,1.0,1.0,Bronx,Allerton/Pelham Gardens,Boro Zone,0.2011388479110115
257,11,0.19755306156294863,0.2326969615761241,1.0,1.0,Brooklyn,Windsor Terrace,Boro Zone,0.19755306156294863
