zone_id,n,mae,rmse,avg_pickups,p95_pickups,borough,zone_name,service_zone,mae_perc_of_avg
191,37,0.5531519327408393,0.6857510417630284,1.4324324324324325,3.0,Queens,Queens Village,Boro Zone,0.38616267002662363
167,42,0.5252054279718725,0.7215990503237119,1.3571428571428572,2.0,Bronx,Morrisania/Melrose,Boro Zone,0.3869934732424324
117,34,0.5244205339336131,0.6563625109570991,1.4411764705882353,3.0,Queens,Hammels/Arverne,Boro Zone,0.3638836357906703
77,39,0.518063345413949,0.613529771224836,1.3333333333333333,3.0,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,0.3885475090604618
247,50,0.5164223775413735,0.6029320185979191,1.42,2.549999999999997,Bronx,West Concourse,Boro Zone,0.3636777306629391
14,54,0.5147583353535934,0.6535448995190585,1.3888888888888888,2.3499999999999943,Brooklyn,Bay Ridge,Boro Zone,0.37062600145458724
219,62,0.5063958473542993,0.596614767930009,1.3387096774193548,3.0,Queens,Springfield Gardens South,Boro Zone,0.37827159681887423
213,40,0.5041050889724847,0.5866118667583385,1.375,2.049999999999997,Bronx,Soundview/Castle Hill,Boro Zone,0.3666218828890798
85,26,0.48849601396012804,0.5696075332166017,1.3076923076923077,2.0,Brooklyn,Erasmus,Boro Zone,0.3735557753812744
16,9,0.48727108477624814,0.6725020254946776,1.2222222222222223,2.1999999999999993,Queens,Bayside,Boro Zone,0.3986763420896575
98,9,0.4784309363920204,0.5165091208405769,1.3333333333333333,2.0,Queens,Fresh Meadows,Boro Zone,0.3588232022940153
189,54,0.47344573412175145,0.559935993287115,1.3518518518518519,2.3499999999999943,Brooklyn,Prospect Heights,Boro Zone,0.3502201320900627
139,29,0.47139968557146394,0.625615113152569,1.2413793103448276,2.599999999999998,Queens,Laurelton,Boro Zone,0.3797386355992348
241,27,0.46793180431099696,0.643511278684304,1.2592592592592593,2.6999999999999993,Bronx,Van Cortlandt Village,Boro Zone,0.37159290342343876
9,5,0.4627184628193509,0.5071745923775011,1.2,1.7999999999999998,Queens,Auburndale,Boro Zone,0.3855987190161258
22,22,0.46171987771593004,0.5593900177488245,1.3181818181818181,2.0,Brooklyn,Bensonhurst West,Boro Zone,0.3502702520603607
242,39,0.461395181478554,0.6126317899611533,1.2820512820512822,3.0,Bronx,Van Nest/Morris Park,Boro Zone,0.3598882415532721
258,28,0.4601481407257377,0.5361226957207926,1.2142857142857142,2.0,Queens,Woodhaven,Boro Zone,0.37894552765648987
56,35,0.4508149779768288,0.5398334430903716,1.2,2.0,Queens,Corona,Boro Zone,0.375679148314024
159,41,0.44088415295027034,0.5101928736580177,1.2195121951219512,2.0,Bronx,Melrose South,Boro Zone,0.36152500541922167
53,8,0.4394182019602543,0.4697585021849205,1.125,1.6499999999999995,Queens,College Point,Boro Zone,0.3905939572980038
198,32,0.4383412780822914,0.6302947350428628,1.21875,2.0,Queens,Ridgewood,Boro Zone,0.3596646384264955
127,32,0.4289275279631972,0.541933326016043,1.3125,2.0,Manhattan,Inwood,Boro Zone,0.3268019260671979
34,13,0.4286753123809409,0.4369875483651548,1.1538461538461537,2.0,Brooklyn,Brooklyn Navy Yard,Boro Zone,0.37151860406348214
254,38,0.42859511939472483,0.5244585458664571,1.3421052631578947,2.1499999999999986,Bronx,Williamsbridge/Olinville,Boro Zone,0.3193453830784224
47,31,0.4264487482212671,0.5588808473871225,1.1935483870967742,2.5,Bronx,Claremont/Bathgate,Boro Zone,0.35729489715835894
92,34,0.42564965018115053,0.5164645168396986,1.3235294117647058,2.0,Queens,Flushing,Boro Zone,0.3216019579146471
11,15,0.4245903051368322,0.44936857907920125,1.2,2.0,Brooklyn,Bath Beach,Boro Zone,0.3538252542806935
202,22,0.42435721618668226,0.6638574984699837,1.2272727272727273,2.0,Manhattan,Roosevelt Island,Boro Zone,0.34577254652248185
235,35,0.4222347478351571,0.46238873424790006,1.2571428571428571,2.0,Bronx,University Heights/Morris Heights,Boro Zone,0.3358685494143295
192,11,0.42199484068413895,0.7263130812607757,1.2727272727272727,2.5,Queens,Queensboro Hill,Boro Zone,0.33156737482325205
196,35,0.4198002908282485,0.4868522185143762,1.3142857142857143,2.0,Queens,Rego Park,Boro Zone,0.31941326476062387
182,31,0.41626721089276963,0.48094400922045605,1.3225806451612903,2.0,Bronx,Parkchester,Boro Zone,0.3147386228701429
155,40,0.41333406694173036,0.4980231090225475,1.2,2.0,Brooklyn,Marine Park/Mill Basin,Boro Zone,0.3444450557847753
203,34,0.40215045330839655,0.4340838190045485,1.1470588235294117,2.0,Queens,Rosedale,Boro Zone,0.35059270288424316
121,30,0.39745399854438757,0.4292622339925017,1.2,2.0,Queens,Hillcrest/Pomonok,Boro Zone,0.3312116654536563
248,24,0.3958300269827046,0.5154269366255414,1.25,2.0,Bronx,West Farms/Bronx River,Boro Zone,0.3166640215861637
174,22,0.3941757162629065,0.4522933048063781,1.2272727272727273,2.0,Bronx,Norwood,Boro Zone,0.3211802132512571
123,32,0.39204120670811343,0.6398380055234232,1.15625,2.0,Brooklyn,Homecrest,Boro Zone,0.3390626652610711
169,50,0.3906611769895173,0.4604250128833302,1.14,2.0,Bronx,Mount Hope,Boro Zone,0.3426852429732608
178,10,0.3869946367598438,0.4568363602806438,1.2,2.0,Brooklyn,Ocean Parkway South,Boro Zone,0.3224955306332032
212,25,0.3839344037184359,0.4189368630446379,1.12,2.0,Bronx,Soundview/Bruckner,Boro Zone,0.3427985747486034
133,24,0.38391396645858605,0.500233530732264,1.2083333333333333,2.0,Brooklyn,Kensington,Boro Zone,0.31772190327607125
32,19,0.3824981614737316,0.40737228712577805,1.105263157894737,2.0,Bronx,Bronxdale,Boro Zone,0.3460697651429
29,30,0.38218972935560414,0.408007898149236,1.1666666666666667,2.0,Brooklyn,Brighton Beach,Boro Zone,0.32759119659051783
78,34,0.38005427552154,0.40002119212532056,1.1176470588235294,2.0,Bronx,East Tremont,Boro Zone,0.3400485623087463
67,21,0.37381942054672,0.42868935751695897,1.1904761904761905,2.0,Brooklyn,Dyker Heights,Boro Zone,0.31400831325924483
73,7,0.37366275422552986,0.3791728264528377,1.1428571428571428,1.6999999999999993,Queens,East Flushing,Boro Zone,0.32695490994733867
154,17,0.37197861388212033,0.4241907449441257,1.1764705882352942,2.0,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,0.31618182179980225
136,28,0.36903591994402335,0.4110154271542974,1.1785714285714286,2.0,Bronx,Kingsbridge Heights,Boro Zone,0.3131213866191713
210,38,0.36617298919256297,0.40015381276934453,1.131578947368421,2.0,Brooklyn,Sheepshead Bay,Boro Zone,0.3235947346352882
106,35,0.36391632890632,0.4820045628451224,1.1714285714285715,2.0,Brooklyn,Gowanus,Boro Zone,0.3106602807736878
227,21,0.3629108866756095,0.5092913259691947,1.1428571428571428,2.0,Brooklyn,Sunset Park East,Boro Zone,0.31754702584115835
194,19,0.35987574826354696,0.4067419995618787,1.1578947368421053,2.0,Manhattan,Randalls Island,Yellow Zone,0.3108017825912451
18,30,0.35723120297379213,0.39814696062781507,1.2,2.0,Bronx,Bedford Park,Boro Zone,0.2976926691448268
122,16,0.3529418047317635,0.3975574463613268,1.0625,1.25,Queens,Hollis,Boro Zone,0.3321805221004833
183,9,0.3518397785346854,0.37503285782436163,1.1111111111111112,1.5999999999999996,Bronx,Pelham Bay,Boro Zone,0.31665580068121685
102,14,0.34990070810960994,0.4058127900729734,1.1428571428571428,2.0,Queens,Glendale,Boro Zone,0.3061631195959087
149,25,0.346855563891594,0.38378212141639184,1.08,1.7999999999999972,Brooklyn,Madison,Boro Zone,0.3211625591588833
259,14,0.3467545127975457,0.3772910626739325,1.0714285714285714,1.3499999999999996,Bronx,Woodlawn/Wakefield,Boro Zone,0.3236375452777093
38,22,0.34674739014688344,0.4989711271765055,1.1818181818181819,2.0,Queens,Cambria Heights,Boro Zone,0.2934016378165937
217,15,0.3466783582409571,0.3926845342812055,1.2,2.0,Brooklyn,South Williamsburg,Boro Zone,0.2888986318674643
185,19,0.34446165390671313,0.3921761708303422,1.105263157894737,2.0,Bronx,Pelham Parkway,Boro Zone,0.31165578210607375
250,24,0.340007155930149,0.38168154164542045,1.0833333333333333,1.8499999999999979,Bronx,Westchester Village/Unionport,Boro Zone,0.31385275932013756
63,35,0.33996588683175466,0.36740772748260475,1.0857142857142856,2.0,Brooklyn,Cypress Hills,Boro Zone,0.3131264747134583
228,33,0.33750424724933326,0.3676551942088823,1.0909090909090908,2.0,Brooklyn,Sunset Park West,Boro Zone,0.30937889331188884
81,21,0.3366184873749031,0.47619020073316537,1.1904761904761905,2.0,Bronx,Eastchester,Boro Zone,0.2827595293949186
220,29,0.33590234224001947,0.44829989444621365,1.103448275862069,1.5999999999999979,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,0.3044114976550176
119,29,0.3356527568607978,0.37941999869435306,1.1379310344827587,2.0,Bronx,Highbridge,Boro Zone,0.2949675742110041
252,11,0.33517083242393886,0.3748955128798897,1.0909090909090908,1.5,Queens,Whitestone,Boro Zone,0.30723992972194397
21,27,0.3341124935271259,0.4193109369347737,1.2222222222222223,2.0,Brooklyn,Bensonhurst East,Boro Zone,0.2733647674312848
15,5,0.32649223972214414,0.37134008935162155,1.0,1.0,Queens,Bay Terrace/Fort Totten,Boro Zone,0.32649223972214414
108,21,0.32623275689830333,0.38096719022976033,1.0952380952380953,2.0,Brooklyn,Gravesend,Boro Zone,0.29786469108105956
19,17,0.3219087281349089,0.3525120562131832,1.0,1.0,Queens,Bellerose,Boro Zone,0.3219087281349089
126,20,0.3208839075509769,0.36382013475679703,1.05,1.0500000000000007,Bronx,Hunts Point,Boro Zone,0.30560372147712084
150,17,0.3146949638529635,0.36965481577665954,1.1176470588235294,2.0,Brooklyn,Manhattan Beach,Boro Zone,0.2815691781842305
83,24,0.3128109845263396,0.3402932468574893,1.0416666666666667,1.0,Queens,Elmhurst/Maspeth,Boro Zone,0.300298545145286
171,13,0.30535349540077567,0.3497005967377796,1.0769230769230769,1.3999999999999986,Queens,Murray Hill-Queens,Boro Zone,0.28354253144357744
20,25,0.3022332465191444,0.3889984705265637,1.2,2.0,Bronx,Belmont,Boro Zone,0.25186103876595367
190,13,0.2994108142919139,0.32331094726687637,1.0,1.0,Brooklyn,Prospect Park,Boro Zone,0.2994108142919139
124,19,0.2970761733941505,0.3196362613761055,1.0526315789473684,1.0999999999999979,Queens,Howard Beach,Boro Zone,0.28222236472444295
207,9,0.28931302167046563,0.3135486610999377,1.0,1.0,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,0.28931302167046563
160,19,0.2812953269842451,0.3093016574751059,1.0526315789473684,1.0999999999999979,Queens,Middle Village,Boro Zone,0.26723056063503287
201,15,0.2761810694581623,0.3403057796657353,1.1333333333333333,2.0,Queens,Rockaway Park,Boro Zone,0.24368917893367262
180,11,0.2760019130276438,0.30716869661084323,1.0909090909090908,1.5,Queens,Ozone Park,Boro Zone,0.2530017536086735
135,28,0.26962925275968297,0.29071719095331766,1.0357142857142858,1.0,Queens,Kew Gardens Hills,Boro Zone,0.2603316923196939
